"sim","x","y","t"
"beta1",448168.348993196,4620335.26519154,2022-07-21 22:00:00
"beta1",448652.609640051,4620668.11071624,2022-07-21 23:00:00
"beta1",449061.453666673,4621074.07919152,2022-07-22 00:00:00
"beta1",449476.18835792,4621235.83650593,2022-07-22 01:00:00
"beta1",448725.60602087,4621037.73715439,2022-07-22 02:00:00
"beta1",448991.66961956,4620408.7403966,2022-07-22 03:00:00
"beta1",448195.016792668,4620060.96306417,2022-07-22 04:00:00
"beta1",448831.583498013,4620265.83336396,2022-07-22 05:00:00
"beta1",449859.305292471,4620224.11999979,2022-07-22 06:00:00
"beta1",448631.508462848,4621130.26072009,2022-07-22 07:00:00
"beta1",448041.725729147,4621690.43571044,2022-07-22 08:00:00
"beta1",448425.127062305,4620248.11149959,2022-07-22 09:00:00
"beta1",448750.553605818,4619676.86797987,2022-07-22 10:00:00
"beta1",449181.75880952,4619770.25422939,2022-07-22 11:00:00
"beta1",450357.883002614,4619581.38172636,2022-07-22 12:00:00
"beta1",449867.3134332,4620928.22629491,2022-07-22 13:00:00
"beta1",449111.596383253,4621801.47794423,2022-07-22 14:00:00
"beta1",449307.962620846,4622079.83546668,2022-07-22 15:00:00
"beta1",449500.826582725,4619887.34091097,2022-07-22 16:00:00
"beta1",449164.863253235,4620701.40914667,2022-07-22 17:00:00
"beta1",449647.236984756,4620663.19998306,2022-07-22 18:00:00
"beta1",449651.488164144,4620999.44043828,2022-07-22 19:00:00
"beta1",450256.035501221,4619773.90328986,2022-07-22 20:00:00
"beta1",448943.561423703,4619901.30373283,2022-07-22 21:00:00
"beta1",448952.179779151,4619552.7386831,2022-07-22 22:00:00
"beta1",448771.88109622,4620211.5603014,2022-07-22 23:00:00
"beta1",448426.218168682,4619937.30365883,2022-07-23 00:00:00
"beta1",448581.2271546,4620420.20018694,2022-07-23 01:00:00
"beta1",449805.305991048,4620764.91210038,2022-07-23 02:00:00
"beta1",449826.974778722,4621176.86425563,2022-07-23 03:00:00
"beta1",449913.567559069,4621360.65890998,2022-07-23 04:00:00
"beta1",450422.48931017,4620633.353818,2022-07-23 05:00:00
"beta1",450347.491594555,4621308.46759453,2022-07-23 06:00:00
"beta1",450838.267743833,4621338.25545665,2022-07-23 07:00:00
"beta1",450714.208130081,4621337.33979201,2022-07-23 08:00:00
"beta1",450209.462374903,4621591.76902695,2022-07-23 09:00:00
"beta1",450496.93433663,4621353.58770278,2022-07-23 10:00:00
"beta1",450195.261759313,4621207.83862282,2022-07-23 11:00:00
"beta1",450573.017162143,4621737.40417745,2022-07-23 12:00:00
"beta1",450464.062553028,4622917.89856573,2022-07-23 13:00:00
"beta1",450992.552107127,4622597.96144698,2022-07-23 14:00:00
"beta1",450660.967487658,4623196.58370417,2022-07-23 15:00:00
"beta1",449962.514382853,4623066.69670172,2022-07-23 16:00:00
"beta1",449821.717881911,4622556.39427942,2022-07-23 17:00:00
"beta1",449871.955792023,4622269.17239323,2022-07-23 18:00:00
"beta1",449612.340888811,4623029.33624453,2022-07-23 19:00:00
"beta1",449524.628912381,4622438.37432345,2022-07-23 20:00:00
"beta1",450343.489748391,4621601.60832319,2022-07-23 21:00:00
"beta1",450212.310365775,4622332.86289968,2022-07-23 22:00:00
"beta1",449947.536558676,4622825.30528792,2022-07-23 23:00:00
"beta1",450383.004174048,4622286.28174712,2022-07-24 00:00:00
"beta1",450645.916242573,4621361.88077225,2022-07-24 01:00:00
"beta1",450169.479505458,4620596.12091093,2022-07-24 02:00:00
"beta1",449982.756944235,4620355.83520653,2022-07-24 03:00:00
"beta1",449461.868818637,4619682.95942807,2022-07-24 04:00:00
"beta1",448882.099581399,4619112.73485508,2022-07-24 05:00:00
"beta1",448535.791418909,4620022.90987054,2022-07-24 06:00:00
"beta1",447881.609839589,4619573.65788219,2022-07-24 07:00:00
"beta1",447543.327393838,4619726.31558062,2022-07-24 08:00:00
"beta1",448122.533981332,4619623.49851356,2022-07-24 09:00:00
"beta1",448653.000411512,4619785.36906639,2022-07-24 10:00:00
"beta1",448432.12156732,4619630.2739802,2022-07-24 11:00:00
"beta1",447992.258183308,4619776.78659421,2022-07-24 12:00:00
"beta1",448109.01422949,4619515.82953512,2022-07-24 13:00:00
"beta1",447919.282808077,4619985.93870957,2022-07-24 14:00:00
"beta1",448476.597520732,4619612.99624896,2022-07-24 15:00:00
"beta1",448331.673353685,4619896.89683592,2022-07-24 16:00:00
"beta1",448603.784030893,4620854.05423655,2022-07-24 17:00:00
"beta1",448955.601396822,4620957.49078133,2022-07-24 18:00:00
"beta1",449068.187756314,4620707.89778702,2022-07-24 19:00:00
"beta1",449402.627232353,4621165.76579108,2022-07-24 20:00:00
"beta1",449089.90005694,4620756.70225524,2022-07-24 21:00:00
"beta1",448454.379968029,4619818.91282578,2022-07-24 22:00:00
"beta1",447697.58454402,4619900.83888667,2022-07-24 23:00:00
"beta1",447854.806303802,4619116.61494661,2022-07-25 00:00:00
"beta1",447165.59552852,4617783.39659668,2022-07-25 01:00:00
"beta1",447463.371903024,4618094.92153427,2022-07-25 02:00:00
"beta1",448626.167290589,4619220.02889266,2022-07-25 03:00:00
"beta1",448855.935668538,4619306.1346142,2022-07-25 04:00:00
"beta1",448900.071997651,4620302.14320186,2022-07-25 05:00:00
"beta1",449816.99633492,4620472.07597753,2022-07-25 06:00:00
"beta1",449681.566678532,4620916.98311262,2022-07-25 07:00:00
"beta1",449663.095919403,4620313.11933196,2022-07-25 08:00:00
"beta1",448358.339920188,4620394.87963615,2022-07-25 09:00:00
"beta1",448206.603117387,4619707.70828938,2022-07-25 10:00:00
"beta1",447681.271094251,4619628.10297175,2022-07-25 11:00:00
"beta1",447841.647300521,4620216.16054222,2022-07-25 12:00:00
"beta1",447965.507911242,4619869.72970604,2022-07-25 13:00:00
"beta1",447149.002193632,4620380.16417585,2022-07-25 14:00:00
"beta1",448300.887580642,4619837.19454562,2022-07-25 15:00:00
"beta1",448527.991984161,4620250.69881329,2022-07-25 16:00:00
"beta1",449382.50158658,4621194.90328553,2022-07-25 17:00:00
"beta1",448497.061714853,4620913.18021093,2022-07-25 18:00:00
"beta1",449286.86595233,4620543.31323831,2022-07-25 19:00:00
"beta1",448973.902248681,4620851.96294013,2022-07-25 20:00:00
"beta1",449392.032279918,4620109.77559136,2022-07-25 21:00:00
"beta1",447510.073659821,4621151.13288154,2022-07-25 22:00:00
"beta1",447364.445123418,4620228.62906991,2022-07-25 23:00:00
"beta1",446954.661790478,4620613.61661476,2022-07-26 00:00:00
"beta1",448280.387093649,4619784.10552252,2022-07-26 01:00:00
"beta1",448161.128307994,4620152.48987891,2022-07-26 02:00:00
"beta1",448445.528704782,4619540.32869842,2022-07-26 03:00:00
"beta1",449669.36994455,4620860.57153411,2022-07-26 04:00:00
"beta1",449189.66947898,4620468.96767091,2022-07-26 05:00:00
"beta1",448790.508388165,4619702.54191865,2022-07-26 06:00:00
"beta1",448396.701897676,4619545.48123789,2022-07-26 07:00:00
"beta1",448457.331725094,4620699.25511321,2022-07-26 08:00:00
"beta1",449176.311151607,4621187.08294956,2022-07-26 09:00:00
"beta1",449274.6430485,4622083.74673125,2022-07-26 10:00:00
"beta1",450051.1304647,4622033.43247709,2022-07-26 11:00:00
"beta1",449616.821664312,4621922.47716148,2022-07-26 12:00:00
"beta1",448515.53597838,4620782.98589179,2022-07-26 13:00:00
"beta1",448232.260716317,4620194.43251186,2022-07-26 14:00:00
"beta1",448580.809626139,4620738.26836114,2022-07-26 15:00:00
"beta1",448901.171626388,4621036.72278134,2022-07-26 16:00:00
"beta1",449147.97477337,4619911.40592172,2022-07-26 17:00:00
"beta1",448643.678224734,4620397.0913628,2022-07-26 18:00:00
"beta1",448844.889723239,4619757.04979597,2022-07-26 19:00:00
"beta1",448749.181045918,4620487.93769571,2022-07-26 20:00:00
"beta1",449355.847125092,4620947.2190638,2022-07-26 21:00:00
"beta1",449562.161600725,4621530.12471278,2022-07-26 22:00:00
"beta1",449994.647272339,4621295.16368107,2022-07-26 23:00:00
"beta1",448741.185712462,4621388.43855109,2022-07-27 00:00:00
"beta1",448973.902831155,4620716.63124855,2022-07-27 01:00:00
"beta1",448599.617504786,4620812.11417862,2022-07-27 02:00:00
"beta1",448898.722384557,4620555.62502163,2022-07-27 03:00:00
"beta1",449167.87227437,4621128.77086255,2022-07-27 04:00:00
"beta1",449649.384777406,4621063.12315278,2022-07-27 05:00:00
"beta1",448467.92143606,4621216.44735507,2022-07-27 06:00:00
"beta1",449120.643493673,4620861.08923049,2022-07-27 07:00:00
"beta1",449226.804792524,4621118.03656199,2022-07-27 08:00:00
"beta1",448732.055766687,4620681.19608782,2022-07-27 09:00:00
"beta1",448557.885801416,4620042.89118117,2022-07-27 10:00:00
"beta1",448962.176729903,4621042.23946194,2022-07-27 11:00:00
"beta1",448456.824733441,4621483.59173663,2022-07-27 12:00:00
"beta1",448968.430019266,4620975.19794536,2022-07-27 13:00:00
"beta1",449060.152638781,4621567.82692325,2022-07-27 14:00:00
"beta1",448967.587229401,4621165.42788495,2022-07-27 15:00:00
"beta1",448692.05332851,4620525.65948382,2022-07-27 16:00:00
"beta1",448554.865763479,4619822.22334711,2022-07-27 17:00:00
"beta1",447841.733185567,4619619.56466606,2022-07-27 18:00:00
"beta1",448082.714842708,4619879.87731783,2022-07-27 19:00:00
"beta1",447700.379578557,4620262.08350593,2022-07-27 20:00:00
"beta1",447014.366401628,4620037.3009561,2022-07-27 21:00:00
"beta1",447044.040071132,4620618.86828634,2022-07-27 22:00:00
"beta1",446326.723801952,4621106.2769668,2022-07-27 23:00:00
"beta1",445966.043826306,4620666.27686133,2022-07-28 00:00:00
"beta1",446390.970003476,4620093.18001385,2022-07-28 01:00:00
"beta1",445871.756227662,4620506.65524409,2022-07-28 02:00:00
"beta1",446530.855663689,4620598.31737974,2022-07-28 03:00:00
"beta1",446382.07209797,4620913.86670827,2022-07-28 04:00:00
"beta1",446589.841036003,4620862.31838571,2022-07-28 05:00:00
"beta1",446981.802560769,4620777.18371019,2022-07-28 06:00:00
"beta1",447461.126190695,4620362.94931489,2022-07-28 07:00:00
"beta1",446409.789133206,4620802.65076175,2022-07-28 08:00:00
"beta1",446909.808666515,4620417.01413529,2022-07-28 09:00:00
"beta1",447262.295010493,4621036.12470232,2022-07-28 10:00:00
"beta1",447284.143687227,4620805.8372041,2022-07-28 11:00:00
"beta1",447387.753391387,4620216.54551339,2022-07-28 12:00:00
"beta1",447280.72813461,4620802.97774511,2022-07-28 13:00:00
"beta1",447934.693313003,4620386.66547717,2022-07-28 14:00:00
"beta1",448721.633872385,4621074.91851052,2022-07-28 15:00:00
"beta1",449217.603478366,4621441.39081571,2022-07-28 16:00:00
"beta1",448709.751129917,4621159.64889459,2022-07-28 17:00:00
"beta1",448579.410624841,4620517.20267551,2022-07-28 18:00:00
"beta1",448125.99477367,4620016.67047129,2022-07-28 19:00:00
"beta1",447865.985955345,4620936.55187721,2022-07-28 20:00:00
"beta1",448368.377363099,4621209.28443436,2022-07-28 21:00:00
"beta1",448844.366833246,4621898.66849554,2022-07-28 22:00:00
"beta1",449663.565545304,4621623.09156497,2022-07-28 23:00:00
"beta1",450425.82706573,4621410.75722643,2022-07-29 00:00:00
"beta1",451204.868641545,4621525.32584418,2022-07-29 01:00:00
"beta1",450872.576709434,4621864.52669944,2022-07-29 02:00:00
"beta1",451130.03108429,4621790.39525275,2022-07-29 03:00:00
"beta1",450697.669335267,4621957.73177208,2022-07-29 04:00:00
"beta1",450203.718122413,4621541.36299036,2022-07-29 05:00:00
"beta1",450081.122380302,4621200.75592948,2022-07-29 06:00:00
"beta1",449764.261132341,4620712.2338326,2022-07-29 07:00:00
"beta1",450274.067157653,4620558.05038559,2022-07-29 08:00:00
"beta1",449794.920018813,4620671.38983245,2022-07-29 09:00:00
"beta1",448764.077082451,4620602.63740653,2022-07-29 10:00:00
"beta1",448935.275755903,4619182.11486304,2022-07-29 11:00:00
"beta1",448290.209017164,4619311.80358483,2022-07-29 12:00:00
"beta1",448293.35517518,4618504.82854095,2022-07-29 13:00:00
"beta1",447703.276689527,4618573.67096359,2022-07-29 14:00:00
"beta1",447305.839584752,4618584.83156742,2022-07-29 15:00:00
"beta1",447512.184481896,4619006.87189473,2022-07-29 16:00:00
"beta1",448244.400734635,4619788.99746263,2022-07-29 17:00:00
"beta1",449000.803162503,4620443.32245247,2022-07-29 18:00:00
"beta1",449512.152958963,4620416.13804417,2022-07-29 19:00:00
"beta1",449297.387655197,4619997.36529905,2022-07-29 20:00:00
"beta1",448899.13394321,4620074.94228219,2022-07-29 21:00:00
"beta1",449657.813457229,4620245.64508076,2022-07-29 22:00:00
"beta1",449684.379991376,4620787.12930451,2022-07-29 23:00:00
"beta1",449069.075595192,4620386.82921193,2022-07-30 00:00:00
"beta1",448434.35592949,4620218.46061039,2022-07-30 01:00:00
"beta1",449597.875708968,4620936.10756601,2022-07-30 02:00:00
"beta1",450483.522012639,4620859.55223068,2022-07-30 03:00:00
"beta1",449527.717880938,4621109.0344961,2022-07-30 04:00:00
"beta1",449293.755175383,4620181.93701571,2022-07-30 05:00:00
"beta1",448723.405571761,4620260.40795353,2022-07-30 06:00:00
"beta1",448911.048052934,4618651.36458807,2022-07-30 07:00:00
"beta1",449457.643571558,4620306.78143467,2022-07-30 08:00:00
"beta1",449135.47285214,4621117.03589961,2022-07-30 09:00:00
"beta1",450024.535434701,4621588.35237002,2022-07-30 10:00:00
"beta1",450493.321687066,4621850.26704125,2022-07-30 11:00:00
"beta1",450631.922805559,4622920.23082416,2022-07-30 12:00:00
"beta1",450536.956146647,4623376.8885618,2022-07-30 13:00:00
"beta1",451610.161441114,4623626.46641159,2022-07-30 14:00:00
"beta1",451923.295599422,4623478.64820583,2022-07-30 15:00:00
"beta1",451821.441774991,4624042.94087608,2022-07-30 16:00:00
"beta1",452793.019328251,4623518.61577678,2022-07-30 17:00:00
"beta1",452031.261396356,4623138.09292747,2022-07-30 18:00:00
"beta1",452246.153246986,4622392.83203571,2022-07-30 19:00:00
"beta1",452032.740741151,4623031.04752243,2022-07-30 20:00:00
"beta1",452167.406239646,4622388.16956413,2022-07-30 21:00:00
"beta1",451214.834034066,4622207.94000745,2022-07-30 22:00:00
"beta1",451825.806418902,4621452.12690737,2022-07-30 23:00:00
"beta1",451379.660198567,4621422.54272655,2022-07-31 00:00:00
"beta1",451840.357848045,4620692.67191894,2022-07-31 01:00:00
"beta1",451836.499929403,4619984.84590353,2022-07-31 02:00:00
"beta1",449685.674554356,4619508.74697502,2022-07-31 03:00:00
"beta1",449498.030353006,4619999.81854029,2022-07-31 04:00:00
"beta1",449902.944693524,4619863.56824904,2022-07-31 05:00:00
"beta1",449459.086778273,4619008.63528065,2022-07-31 06:00:00
"beta1",449639.532540877,4618821.86842804,2022-07-31 07:00:00
"beta1",449541.926548178,4619537.36297973,2022-07-31 08:00:00
"beta1",449858.425066121,4619411.21350831,2022-07-31 09:00:00
"beta1",450005.972186359,4619634.37737061,2022-07-31 10:00:00
"beta1",450717.785809023,4619792.08778477,2022-07-31 11:00:00
"beta1",451449.66238824,4620115.20279605,2022-07-31 12:00:00
"beta1",451957.996266511,4620053.8698034,2022-07-31 13:00:00
"beta1",451441.196228802,4620492.98998616,2022-07-31 14:00:00
"beta1",453333.937711445,4620470.64626787,2022-07-31 15:00:00
"beta1",453392.815979907,4620799.79540046,2022-07-31 16:00:00
"beta1",453838.824311443,4620431.40922002,2022-07-31 17:00:00
"beta1",453441.269815359,4620715.6744794,2022-07-31 18:00:00
"beta1",453486.330377711,4620435.41641328,2022-07-31 19:00:00
"beta1",453012.811465985,4620096.07615515,2022-07-31 20:00:00
"beta1",452903.764001147,4619813.51150524,2022-07-31 21:00:00
"beta1",452393.594274797,4619019.87839946,2022-07-31 22:00:00
"beta1",453228.532984006,4619711.96067591,2022-07-31 23:00:00
"beta1",453600.819564696,4620428.99116454,2022-08-01 00:00:00
"beta1",453868.005925921,4620814.80653266,2022-08-01 01:00:00
"beta1",455476.895283012,4619903.28487932,2022-08-01 02:00:00
"beta1",455224.429612967,4619905.73993193,2022-08-01 03:00:00
"beta1",456638.999970567,4619805.61676593,2022-08-01 04:00:00
"beta1",455957.302262059,4619849.96100744,2022-08-01 05:00:00
"beta1",456743.52029754,4619422.08066826,2022-08-01 06:00:00
"beta1",456501.249534874,4619817.60749201,2022-08-01 07:00:00
"beta1",457076.127589455,4619645.88736513,2022-08-01 08:00:00
"beta1",457539.353497317,4619296.44721013,2022-08-01 09:00:00
"beta1",457226.1448429,4619968.37502828,2022-08-01 10:00:00
"beta1",457061.911873764,4619335.66529381,2022-08-01 11:00:00
"beta1",456367.94207829,4619271.86106541,2022-08-01 12:00:00
"beta1",456298.701918687,4618874.37842957,2022-08-01 13:00:00
"beta1",455532.763245605,4619199.47189451,2022-08-01 14:00:00
"beta1",455618.21537329,4619977.07391525,2022-08-01 15:00:00
"beta1",455952.380223666,4619065.08912805,2022-08-01 16:00:00
"beta1",455609.338301825,4619018.87585217,2022-08-01 17:00:00
"beta1",455971.196035797,4619059.10815858,2022-08-01 18:00:00
"beta1",455530.969170172,4619381.8131239,2022-08-01 19:00:00
"beta1",456471.825270145,4619110.07488551,2022-08-01 20:00:00
"beta1",455344.68583386,4618514.99629704,2022-08-01 21:00:00
"beta1",454548.017496333,4619313.37591358,2022-08-01 22:00:00
"beta1",454771.533212403,4618771.40539808,2022-08-01 23:00:00
"beta1",454376.611889149,4618081.93332558,2022-08-02 00:00:00
"beta1",453773.359317011,4617837.01983414,2022-08-02 01:00:00
"beta1",455079.61854699,4617918.74266563,2022-08-02 02:00:00
"beta1",455954.381322205,4617996.13159648,2022-08-02 03:00:00
"beta1",456121.376850815,4618709.59311645,2022-08-02 04:00:00
"beta1",456060.42752003,4619705.14589305,2022-08-02 05:00:00
"beta1",456823.746079387,4619949.43206031,2022-08-02 06:00:00
"beta1",455613.905523309,4619403.813162,2022-08-02 07:00:00
"beta1",455631.106171652,4618516.7743517,2022-08-02 08:00:00
"beta1",456105.874170814,4619349.56072823,2022-08-02 09:00:00
"beta1",456385.777992781,4620352.99350555,2022-08-02 10:00:00
"beta1",456408.554628762,4621386.12135896,2022-08-02 11:00:00
"beta1",456522.32630028,4621453.88139903,2022-08-02 12:00:00
"beta1",456422.579610984,4620621.28959804,2022-08-02 13:00:00
"beta1",456041.353469047,4620694.34077833,2022-08-02 14:00:00
"beta1",456306.28581333,4620158.38527513,2022-08-02 15:00:00
"beta1",455463.604084549,4620066.02268793,2022-08-02 16:00:00
"beta1",456353.175133114,4620230.78829887,2022-08-02 17:00:00
"beta1",455787.310187869,4620347.67875902,2022-08-02 18:00:00
"beta1",455960.920510701,4620770.74196106,2022-08-02 19:00:00
"beta1",456502.508158405,4621262.43425275,2022-08-02 20:00:00
"beta1",457190.336178567,4620476.74751018,2022-08-02 21:00:00
"beta1",456485.089696417,4620993.07803801,2022-08-02 22:00:00
"beta1",456960.261403609,4621617.77931729,2022-08-02 23:00:00
"beta1",457087.538081873,4621266.50524224,2022-08-03 00:00:00
"beta1",456178.905719751,4621116.57848878,2022-08-03 01:00:00
"beta1",456276.869451329,4620319.93204808,2022-08-03 02:00:00
"beta1",456457.466268999,4621002.31524306,2022-08-03 03:00:00
"beta1",456852.249712575,4621010.53319082,2022-08-03 04:00:00
"beta1",456393.017438785,4621163.87999975,2022-08-03 05:00:00
"beta1",456884.35992106,4620316.44934267,2022-08-03 06:00:00
"beta1",456575.064699234,4619565.90767839,2022-08-03 07:00:00
"beta1",455744.675542405,4620115.98916832,2022-08-03 08:00:00
"beta1",456080.195039392,4619584.35051178,2022-08-03 09:00:00
"beta1",455733.039083296,4619526.89825222,2022-08-03 10:00:00
"beta1",455759.539156653,4618987.70819745,2022-08-03 11:00:00
"beta1",455247.942088102,4618549.18715449,2022-08-03 12:00:00
"beta1",454777.374055999,4618724.29243523,2022-08-03 13:00:00
"beta1",454597.935297297,4618033.17971314,2022-08-03 14:00:00
"beta1",454252.852523373,4618741.59772289,2022-08-03 15:00:00
"beta1",455533.016407584,4619415.44952269,2022-08-03 16:00:00
"beta1",455768.037391901,4620023.93301696,2022-08-03 17:00:00
"beta1",456368.981598301,4619607.1898797,2022-08-03 18:00:00
"beta1",456591.019305831,4619597.52262843,2022-08-03 19:00:00
"beta1",456927.668189128,4619611.74311662,2022-08-03 20:00:00
"beta1",456916.582751246,4619870.08850161,2022-08-03 21:00:00
"beta1",457015.42646706,4619728.74710826,2022-08-03 22:00:00
"beta1",456632.48528783,4619768.08260121,2022-08-03 23:00:00
"beta1",456645.426000185,4619512.32057158,2022-08-04 00:00:00
"beta1",456329.671339211,4619429.53754056,2022-08-04 01:00:00
"beta1",456603.186104483,4619375.57559365,2022-08-04 02:00:00
"beta1",456494.694425311,4619544.07944146,2022-08-04 03:00:00
"beta1",455932.62070809,4619788.24460378,2022-08-04 04:00:00
"beta1",456056.9815592,4619044.79011184,2022-08-04 05:00:00
"beta1",455344.145023829,4618745.49837506,2022-08-04 06:00:00
"beta1",454772.079339747,4618718.46607119,2022-08-04 07:00:00
"beta1",454723.188619709,4617750.574925,2022-08-04 08:00:00
"beta1",454514.174197702,4618728.10978214,2022-08-04 09:00:00
"beta1",454370.098953753,4617846.31432388,2022-08-04 10:00:00
"beta1",453435.551085715,4618002.97390603,2022-08-04 11:00:00
"beta1",452868.456383774,4617113.46300896,2022-08-04 12:00:00
"beta1",451389.545102135,4616829.49955129,2022-08-04 13:00:00
"beta1",451746.790499271,4616908.0083999,2022-08-04 14:00:00
"beta1",451706.522725069,4617262.1214544,2022-08-04 15:00:00
"beta1",451796.150247425,4618204.24946064,2022-08-04 16:00:00
"beta1",452272.633484608,4618567.97840803,2022-08-04 17:00:00
"beta1",452098.247596663,4619139.51544771,2022-08-04 18:00:00
"beta1",452846.465065053,4619126.96693129,2022-08-04 19:00:00
"beta1",452443.12302117,4618962.63227499,2022-08-04 20:00:00
"beta1",453004.544249382,4618610.10635924,2022-08-04 21:00:00
"beta1",453515.612334665,4620160.01374932,2022-08-04 22:00:00
"beta1",453487.646567097,4620906.51310842,2022-08-04 23:00:00
"beta1",455150.77914727,4620457.67098328,2022-08-05 00:00:00
"beta1",454826.008406409,4620690.4056558,2022-08-05 01:00:00
"beta1",455898.244958479,4620071.74048563,2022-08-05 02:00:00
"beta1",456371.197188317,4620338.55586992,2022-08-05 03:00:00
"beta1",455692.054155038,4620756.94891502,2022-08-05 04:00:00
"beta1",456238.661354391,4620583.45224357,2022-08-05 05:00:00
"beta1",456319.259823828,4621039.7448342,2022-08-05 06:00:00
"beta1",456145.888650123,4620132.99923607,2022-08-05 07:00:00
"beta1",456060.574060165,4619709.73613434,2022-08-05 08:00:00
"beta1",455768.690531448,4618919.64844546,2022-08-05 09:00:00
"beta1",455864.524562447,4619328.84537991,2022-08-05 10:00:00
"beta1",456377.016011096,4619275.51823934,2022-08-05 11:00:00
"beta1",455275.1945732,4619780.31373332,2022-08-05 12:00:00
"beta1",455820.590060289,4619305.08019743,2022-08-05 13:00:00
"beta1",455576.309736247,4618766.76911003,2022-08-05 14:00:00
"beta1",455941.531000906,4619481.39817675,2022-08-05 15:00:00
"beta1",455674.170591292,4619680.92391126,2022-08-05 16:00:00
"beta1",456407.525486472,4619235.71103332,2022-08-05 17:00:00
"beta1",456127.78320261,4619612.88287098,2022-08-05 18:00:00
"beta1",455015.129805729,4619596.1562038,2022-08-05 19:00:00
"beta1",455739.103690387,4618896.00951032,2022-08-05 20:00:00
"beta1",456029.144863606,4619305.52474089,2022-08-05 21:00:00
"beta1",456648.091038956,4619452.89637167,2022-08-05 22:00:00
"beta1",456376.221604927,4619161.75857169,2022-08-05 23:00:00
"beta1",456181.076085487,4619559.51036584,2022-08-06 00:00:00
"beta1",456762.26930709,4619779.1580299,2022-08-06 01:00:00
"beta1",456983.17020874,4620171.35357803,2022-08-06 02:00:00
"beta1",457551.33683325,4620156.76123765,2022-08-06 03:00:00
"beta1",457971.808240234,4620296.91506696,2022-08-06 04:00:00
"beta1",458514.81565802,4620442.96875948,2022-08-06 05:00:00
"beta1",457883.50177803,4620509.16205562,2022-08-06 06:00:00
"beta1",457255.024477296,4620018.57503483,2022-08-06 07:00:00
"beta1",456310.599945019,4620692.15893038,2022-08-06 08:00:00
"beta1",456804.452912702,4620701.280101,2022-08-06 09:00:00
"beta1",456423.254524929,4619620.49839786,2022-08-06 10:00:00
"beta1",456366.156380196,4620153.93339176,2022-08-06 11:00:00
"beta1",456343.35201438,4621203.41037297,2022-08-06 12:00:00
"beta1",456753.221295297,4621156.82051299,2022-08-06 13:00:00
"beta1",456854.770255805,4620432.29374763,2022-08-06 14:00:00
"beta1",455533.606620693,4619809.48694107,2022-08-06 15:00:00
"beta1",455328.272266395,4618932.99003539,2022-08-06 16:00:00
"beta1",455240.279173511,4619603.47412962,2022-08-06 17:00:00
"beta1",455333.019918346,4619264.37102796,2022-08-06 18:00:00
"beta1",455467.449207155,4619467.96514129,2022-08-06 19:00:00
"beta1",455859.59284478,4619662.24343241,2022-08-06 20:00:00
"beta1",456277.317991178,4619988.37991654,2022-08-06 21:00:00
"beta1",457016.967741721,4619872.04957599,2022-08-06 22:00:00
"beta1",456898.315808837,4620504.16467443,2022-08-06 23:00:00
"beta1",456732.662943031,4619802.34363189,2022-08-07 00:00:00
"beta1",456641.513287891,4619528.53361808,2022-08-07 01:00:00
"beta1",456599.129614381,4619077.88857873,2022-08-07 02:00:00
"beta1",455964.810530105,4619026.47304225,2022-08-07 03:00:00
"beta1",456314.346876757,4619409.13720441,2022-08-07 04:00:00
"beta1",456543.685119259,4619616.05212344,2022-08-07 05:00:00
"beta1",456912.632571756,4619832.44460499,2022-08-07 06:00:00
"beta1",455218.157187376,4619645.66127115,2022-08-07 07:00:00
"beta1",454439.246335963,4620449.60219801,2022-08-07 08:00:00
"beta1",455204.03329447,4620528.51007729,2022-08-07 09:00:00
"beta1",456104.441104084,4620163.057981,2022-08-07 10:00:00
"beta1",456498.05857523,4620796.08902236,2022-08-07 11:00:00
"beta1",457151.716072097,4621365.8513215,2022-08-07 12:00:00
"beta1",456644.930103181,4620881.22517044,2022-08-07 13:00:00
"beta1",456012.153977937,4620335.13425514,2022-08-07 14:00:00
"beta1",456557.299924886,4620938.68540057,2022-08-07 15:00:00
"beta1",456921.446728058,4621860.15912634,2022-08-07 16:00:00
"beta1",457214.359369846,4622042.13437256,2022-08-07 17:00:00
"beta1",456535.730121237,4622295.49233005,2022-08-07 18:00:00
"beta1",456575.842064694,4621720.0406856,2022-08-07 19:00:00
"beta1",456334.599991395,4621524.46603715,2022-08-07 20:00:00
"beta1",456949.945277883,4620093.20089061,2022-08-07 21:00:00
"beta1",456194.337159042,4619890.64656213,2022-08-07 22:00:00
"beta1",455761.602868251,4619938.99883308,2022-08-07 23:00:00
"beta1",455952.210931142,4619783.09153342,2022-08-08 00:00:00
"beta1",456373.027487291,4620171.10406781,2022-08-08 01:00:00
"beta1",457335.955938902,4620329.7356765,2022-08-08 02:00:00
"beta1",456726.992141584,4620277.78052634,2022-08-08 03:00:00
"beta1",455270.6390413,4620842.82600385,2022-08-08 04:00:00
"beta1",455302.848686414,4620229.53270139,2022-08-08 05:00:00
"beta1",454991.687304266,4620579.56876051,2022-08-08 06:00:00
"beta1",456011.162974268,4620629.67582785,2022-08-08 07:00:00
"beta1",456165.454846036,4620952.50246339,2022-08-08 08:00:00
"beta1",456281.421608735,4622296.72644572,2022-08-08 09:00:00
"beta1",456173.792833506,4622787.08539854,2022-08-08 10:00:00
"beta1",456237.351744211,4622190.14971414,2022-08-08 11:00:00
"beta1",455878.703693819,4622509.03744896,2022-08-08 12:00:00
"beta1",456428.315889342,4622286.18832742,2022-08-08 13:00:00
